,artist_names,track_name,weeks_on_chart
13434,REDZED,Straight Outta Flames,8
13435,Nêgo Jhá,Bom Dia,8
13436,"MC Hariel, Mc Don Juan",Lei do Retorno 2,8
13437,Max Korzh,Эндорфин,8
13438,"SIDARTA, Saske",925,8
13439,Sisters On Wire,Paleisk Mane,8
13440,"Daddy Yankee, Rauw Alejandro, Nile Rodgers",AGUA,8
13441,"MC Cego Abusado, MC Meno K",Cabelinho na Regua,8
13442,"Tuna, Peer Tasi",קריוקי,8
13443,Ant Wan,Komplicerat,8
13444,Mohamed Hamaki,Ard Mostamer,8
13445,"Intomymind, DizzyTooSkinny, Afroto, Batistuta",Kalem El Matafy,8
13446,"TOIL, Leellamarz, BE'O","Black Heart (feat. Leellamarz, BE'O)",8
13447,YOUNGTAK,Wanna go get some abalone,8
13448,MORGENSHTERN,HUBLOT,8
13449,MORGENSHTERN,GTA,8
13450,Gobs,High Fashion,8
13451,Dermot Kennedy,Something to Someone,8
13452,"CORPSE, Night Lovell",HOT DEMON B!TCHES NEAR U ! ! !,8
13453,Dollypran,YEAH HO V2,8
13454,"MILLI, Maiyarap, Lazyloxy, AUTTA, Ben Bizzy, NAMEMT, Blacksheep",TIID TIIW,8
13455,Taylor Swift,Red (Taylor's Version),8
13456,Amir Dadon,כל יום כמו נס,8
13457,Stray Kids,Christmas EveL,8
13458,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma, Encanto - Cast",All Of You,8
13459,Nunu,שוז,8
13460,"Miyagi & Andy Panda, TumaniYO",Оттепель,8
13461,Baggalútur,Styttist í það,8
13462,BOL4,Love story,8
13463,Sippinpurpp,1000 Jogos,8
13464,"Remik Gonzalez, BeeJay",Desvielados,8
13465,Ahmet Kaya,Yorgun Demokrat,8
13466,Ghostly Kisses,"Heaven, Wait",8
13467,Buba Corelli,Gluh i Nijem,8
13468,"MD$, Sexmane, B.Baby",Nonstop (feat. Sexmane & B.Baby),8
13469,"Zlatan, Davido",Money,8
13470,"MD$, Kube, Bizi",UUS BAE (feat. Kube & Bizi),8
13471,Kaija Koo,Sateenkaari pimeessä,8
13472,"Indochine, Christine and the Queens",3SEX,8
13473,Faraón Love Shady,Duro 2 Horas,8
13474,KAYEF,WEISSWEIN x SPRITE,8
13475,BamBam,riBBon,8
13476,"MC Bruninho, Vitinho Ferrari, Dj DG, Batidão Stronda",Sou Favela,8
13477,Reality Club,Anything You Want,8
13478,Malik Montana,Luci,8
13479,"Coogie, BE'O",Good Night (Feat. BE'O),8
13480,Azahriah,Okari,8
13481,"DJ Tarico, Preck, Nelson Tivane",Yaba Buluku,8
13482,"Makosir, William Gamborg",Holder igjen,8
13483,Yiyo Sarante,Me Va Extrañar,8
13484,Anna Zak,מי זאת,8
13485,"Batistuta, Dizzy",Ya Ro7,8
13486,Pepe Aguilar,Por Mujeres Como Tú,8
13487,"Major Lazer, Aya Nakamura, Swae Lee, Diplo",C'est Cuit (feat. Aya Nakamura & Swae Lee),8
13488,"Majka, Curtis, Nika",Szavak nélkül,8
13489,Eden Hason,עושה לי צרות,8
13490,"DJ GRZS, Mc Marofa, Mc Fazano, Mc Mero RF",Eu Sou O Mestre Dos Magos,8
13491,單依純,續寫 - 電視劇《一生一世》主題曲,8
13492,Just Stef,Miss U Miss Me,8
13493,ZK,Million,8
13494,Платина,Сердце для шалав,8
13495,Raymond Lam,The Voice Of Love,8
13496,"Mairee, Lara Koll",Do Everything - Original Mix,8
13497,Marcianeke,Ponte Pa Mí,8
13498,JC 陳詠桐,分手100天,8
13499,"Bartofso, Murda, UZI",RS,8
13500,"DJ VILÃO, Mc Scar",MALDITA PERIGOSA,8
13501,Azahriah,Dopamin - Bonus track,8
13502,"Mahmood, Elisa",Rubini (feat. Elisa),8
13503,"Feranbanks, Zinoleesky",Energy,8
13504,"Anirudh Ravichander, Jonita Gandhi","Private Party (From ""Don"")",8
13505,"Malik Montana, Dosseh",Click Clack Bang,8
13506,"Doli & Penn, Static & Ben El, Agam Buhbut, The Shadow",מנגלים,8
13507,Michele Bravi,Inverno dei fiori,8
13508,Pentatonix,"Mary, Did You Know?",8
13509,El Migu,Erilainen,8
13510,ZUTOMAYO,ミラーチューン,8
13511,JW,我不想別離 - 劇集 “陀槍師姐2021” 主題曲,8
13512,"JVG, Sak Noel, Franklin Dam",Vamos - Remix,8
13513,Julia Rocka,Oficjalna wersja zdarzeń,8
13514,"Doli & Penn, Mergui",בשבילך,8
13515,"Mente Fuerte, Sin Laurent",XAROS,8
13516,Follow The Flow,Tőlem ne!,8
13517,"Julia Wu, 壞特 ?te",溫度,8
13518,"Butrint Imeri, Don Xhoni",Corazon,8
13519,Azahriah,emulator,8
13520,"Julianno Sosa, Pablo Chill-E",Positivo,8
13521,Gilli,Avantgarde,8
13522,Merve Özbey,Kendine Dünya,8
13523,"BIA, Nicki Minaj",WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,8
13524,STEIN27,Mám rád bejt sám,8
13525,Beton.Hofi,DOHÁNYBOLT,8
13526,Gleb,RAPINBOX Vol.1,8
13527,JSDK,Only You,8
13528,Julinho Ksd,Podi Dan,8
13529,Dani Gambino,CASINO,8
13530,"Białas, Lanek",Las połówek,8
13531,"Juice WRLD, SUGA, BTS",Girl Of My Dreams (with SUGA of BTS),8
13532,"Ulukmanapo, Bakr",Расстояние,8
13533,Mara Sattei,Scusa - prod. thasup,8
13534,"JONY, The Limba",Boss,8
13535,"Malik Montana, Trobi",Sukcesu Cena,8
13536,"Medy, Timongothekeys",Bisous,8
13537,Ahmed Santa,Soma El 3asher,8
13538,"Mad Clip, Skive",Don Dada,8
13539,Gigi D'Agostino,L'Amour Toujours,8
13540,Madcon,Beggin',8
13541,ZAPEROKO La Resistencia Salsera del Callao,Vacilando Rico Con Zaperoko,8
13542,Eladio Carrion,Fuego,8
13543,Childish Gambino,Les,8
13544,Banda Los Recoditos,Mi Último Deseo,8
13545,Sarah Connor,Christmas In My Heart,8
13546,GMG,Hel Perfecto,8
13547,KALUSH,Tipok,8
13548,"Fobia Kid, Nik Tendo",Arcade,8
13549,"Nicki Minaj, Lil Wayne",High School,8
13550,"Bereczki Zoltán, Dóra Szinetár",Ajándék,8
13551,"Saran, MaiMhon",ลืมแทบไม่ไหว,8
13552,Aventura,El Perdedor,8
13553,Young Leosia,Pościg,8
13554,Gusttavo Lima,Balada do Buteco - Ao Vivo,8
13555,Camilo,Pegao,8
13556,"Chris Young, Kane Brown",Famous Friends,8
13557,PRO8L3M,V,8
13558,"$hirak, Jonna Fraser, Lil Kleine",Done Done,8
13559,PRO8L3M,Strange Days,8
13560,Suvi Teräsniska,Taivas sylissäni,8
13561,Buray,Çift Gökkuşağı (Ada Masalı Orijinal Dizi Müziği),8
13562,"Azahriah, DESH",Drogba,8
13563,"Peter Pann, Nerieš",Tanec s Diablom,8
13564,"Mad Clip, Thug Slime",Astoria,8
13565,Young Leosia,Rok Tygrysa,8
13566,"Mad Clip, Strat, BeTaf Beats",2 Ores,8
13567,"Diego & Arnaldo, DJ Ivis",Falei pra Tu,8
13568,PSICOLOGI,FIORI MORTI,8
13569,"Sfera Ebbasta, Rvssian, Fivio Foreign",Easy (feat. Fivio Foreign),8
13570,"Nicki Nicole, Trueno, Bizarrap",Dangerous,8
13571,JB,Pistol Whip,8
13572,The Limba,Секрет,8
13573,The Royal Guardsmen,Snoopy's Christmas,8
13574,SOYTURISTA,Tranquila,8
13575,Berkay Altunyay,Olmazlara İnat,8
13576,Jão,Coringa,8
13577,"Barnens favoriter, Barnmusik, Svenska barnsånger",Mössens julafton (När nätterna blir långa),8
13578,"Dano Kapitán, Separ",Čistá dedina,8
13579,"Yeboyah, NCO",Kredi (feat. NCO),8
13580,Jérémy Frerot,Un homme,8
13581,Mag Lam,The Courage Of The Ring,8
13582,"Anirudh Ravichander, Arivu",Vaathi Raid,8
13583,"Juan Marcus & Vinícius, Lauana Prado",Volta Marcada,8
13584,"Mduduzi Ncube, Zakwe, Zamo Cofi",Langa Linye,8
13585,"Maffio, Darell, Don Miguelo",Elma Maria,8
13586,"Ravid Plotnik, Soul J",‏בלדה לביישן,8
13587,Conan Gray,Yours,8
13588,Jam Hsiao,SA-HAH,8
13589,Eden Alene,Set Me Free,8
13590,Jamaika,Buffalo Soldier,8
13591,Pause,Aktion T4,8
13592,Zayo,USMEV,8
13593,GMG,Hvor Har Du Lært Det,8
13594,Arisa,Potevi fare di più,8
13595,"RICTA, Dof Twogee, Savv",BBQ-2,8
13596,ElMusto,Agalar,8
13597,Anirudh Ravichander,Vikram - Title Track,8
13598,"PA Sports, Capital Bra",Hell,8
13599,Gazzelle,Fottuta canzone,8
13600,Jul,Assassinat,8
13601,Mons,Iori 3,8
13602,ISSAM,Rai Machi Punk,8
13603,"Hver gang vi møtes, Agnete Saba",En kasse pils alene,8
13604,Yuuri,Sakurabare,8
13605,Ninety One,ABUSE,8
13606,"Dree Low, O Dawg",Go PRO,8
13607,"Joe L, william",Käytöstapoi (feat. william),8
13608,"Kendji Girac, Omer Adam",Bomba,8
13609,Tân Trần,Bỏ Em Vào Balo (Lofi),8
13610,Kendrick Lamar,Count Me Out,8
13611,ISSAM,Drakula,8
13612,"Rkomi, Dargen D'Amico",MALEDUCATA (con DARGEN D'AMICO),8
13613,Mohammed Saeed,Wahdy Lakn,8
13614,"Gorillaz, Kali Uchis",She's My Collar (feat. Kali Uchis),8
13615,Ghinwa,Erhamly Qalby Alwalhan,8
13616,"DIKKE, Freddie Konings",Paris Hilton,8
13617,Pasi ja Anssi,Bambina (WTF),8
13618,"Bru-C, Wilkinson",Paradise,8
13619,"Kendrick Lamar, Kodak Black",Silent Hill,8
13620,Ninho,YSL,8
13621,ISSAM,Crystal,8
13622,ISSAM,Babylone,8
13623,Джизус,RASSVET,8
13624,Kenia OS,La Noche,8
13625,Tiakola,Étincelle - Maradona,8
13626,"Mora, ELENA ROSE",PLAYA PRIVADA,8
13627,HE/RO,Kuss an Dich,8
13628,Rels B,SHORTY QUE TE VAYA BN <3,8
13629,"Simba La Rue, Baby Gang, Philip",Banlieue,8
13630,"Galin, SIMONA",Трезора,8
13631,Atom Chanakan,Follow,8
13632,Tulus,Satu Kali,8
13633,Mother Mother,Hayloft II,8
13634,OBOY,Louis V,8
13635,"Robin Kadir, C.Gambino, 23",Inkassera (feat. C.Gambino & 23),8
13636,Mons,Ma3lich,8
13637,Mons,Picassole ll,8
13638,Tarcísio do Acordeon,Meu Sonho,8
13639,Jazeek,Blunt für dich,8
13640,Luis Miguel,Sabes Una Cosa,8
13641,Keisuke Kuwata,白い恋人達,8
13642,Keisya Levronka,Tak Ingin Usai,8
13643,"Smolasty, Kizo",Cartier,8
13644,"DJ Neptune, Lojay, Zlatan",Only Fan,8
13645,"RADWIMPS, Masaki Suda",Utakata-Uta,8
13646,Sean Banan,Gott nytt jul,8
13647,Terence Lam,拋物線 (音樂永續作品),8
13648,Mostafa Al Rassam,Taeb Al Omr,8
13649,"Killa Fonic, Delia",Cum Am Știut,8
13650,"ISSI, Izleifur, Gísli Pálmi, Yung Nigo Drippin'",Vakta Svæðið,8
13651,"Dj Lauuh, Fede Guelmos",Cayo La Noche - Remix,8
13652,Suvi Teräsniska,Varpunen jouluaamuna,8
13653,AlbertNbn,Beto 2,8
13654,Tulus,Remedi,8
13655,Jeff Satur,แค่เธอ (Why Don't You Stay) [From KinnPorsche The Series],8
13656,Domiziana,Ohne Benzin,8
13657,24kGoldn,"3, 2, 1",8
13658,"Vetkuk, Mahoota, Mr. JazziQ, Mpura, Lady Du, Fakelove, Kevi Kev, Mellow & Sleazy",Ha Omorata - Vetkuk vs. Mahoota,8
13659,"Sidhu Moose Wala, Blockboi Twitch",G-Shit (feat. Blockboi Twitch),8
13660,"Dree Low, Einár",SSM LS,8
13661,Tarab Yanbaawey,Ashtagna Ya Halw,8
13662,Khaid,SKI,8
13663,"Pink Cafe, Brandon Beal, Lukas Graham",Higher (feat. Lukas Graham),8
13664,Ninho,OG,8
13665,Black Velvet,Sandra,8
13666,Ghost,Call Me Little Sunshine,8
13667,Ninho,No Life,8
13668,Prins Póló,París Norðursins,8
13669,FOURTY,Flugangst,8
13670,"BlazRoca, Egill Ólafsson",Slaki Babarinn,8
13671,Tiago PZK,Hablando De Love,8
13672,хочуспать,спать с тобой,8
13673,阿冗,未发送,8
13674,PinkPantheress,Break It Off,8
13675,Ninho,Mood,8
13676,"Mas Musiq, Aymos, Young Stunna",Sengizwile (feat. Aymos & Young Stunna),8
13677,"Robin Kadir, Jireel, Macky, A36","Sanka (feat. Jireel, Macky, A36)",8
13678,KiDi,Touch It,8
13679,"Marília Mendonça, Maiara & Maraisa",Você Não Manda Em Mim,8
13680,Blackbeans,Moon,8
13681,"Ditonellapiaga, Donatella Rettore",Chimica,8
13682,Sidhu Moose Wala,The Last Ride,8
13683,Domiziana,"Ohne Benzin - 1,1x Speed Version",8
13684,Sech,Noche de Teteo,8
13685,INXS,Never Tear Us Apart,8
13686,SECRET NUMBER,"Love, Maybe",8
13687,INNA,UP,8
13688,Tulus,Nala,8
13689,Ariana Grande,Last Christmas,8
13690,Abu,Malek El Fabraka,8
13691,RADWIMPS,Iron Feather,8
13692,Pastel Ghost,Dark Beach,8
13693,Tulus,Kelana,8
13694,Veronica Maggio,Varsomhelst/Närsomhelst,8
13695,"Ovi, Kim Loaiza",Despues De Las 12,8
13696,"Asan, Bhavi, YSY A, Neo Pistea, Midel, Rei, Zecca","Teca (Remix) [feat. Neo Pistea, Midel, Rei & Zecca]",8
13697,Ali Zafar,Jhoom - R&B Mix,8
13698,Tanya Chua,出走,8
13699,Roar,I Can't Handle Change,8
13700,Lucas & Steve,I Want It All,8
13701,Kevin,Buurthuis,8
13702,Pastor Lopez,Las Caleñas,8
13703,Daddy Yankee,EL PONY,8
13704,Aga's Gonzales,Jelatin,8
13705,Morat,No Hay Más Que Hablar,8
13706,"Tóth Andi, DESH",atedalod,8
13707,Ninho,RER D,8
13708,"Morat, Duki",París,8
13709,Shi Shi,恆溫,8
13710,Costi,Robben,8
13711,HEDEGAARD,P.I.M.P. - HEDEGAARD Remix,8
13712,Nio Garcia,Tus Poses,8
13713,IU,Empty Cup,8
13714,"Niro, PLK",Fils 2,8
13715,Ati242,NERDESİN,8
13716,FrenchW,โทรศัพท์เครื่องเก่า (Memories),8
13717,"DJ TN Beat, DJ TS, DJ DUARTE, Mc Topre","Apaga Luz, Apaga Tudo - Challenge",8
13718,Ninho,Intro,8
13719,Bella Shmurda,Fvck Off,8
13720,Axelle,Si Tu M'attends,8
13721,TINI,Carne y Hueso,8
13722,"Ekipa, Roxie",Napad Na Bank,8
13723,Pihlaja,Paha Barbi,8
13724,Gabrielė Vilkickytė,NUSIJUOKSIU,8
13725,"YENTED, Minchang, Gomen.",หินหยดลงน้ำ (Adore),8
13726,Vargas,COOL KIDS,8
13727,"Oscar, Amuly",Aripi,8
13728,Ninho,Athéna,8
13729,Vassendgutane,Granada,8
13730,Agam Buhbut,שירי דיכאון,8
13731,Icy Subzero,EGO,8
13732,Tuna,יודעת לסובב,8
13733,Zpecial,中二病人 (feat. 周國賢),8
13734,Ninho,La maison que je voulais,8
13735,"Robin Zoot, Viktor Sheen, Yzomandias",Kde sou moji bros,8
13736,Mouh Milano,Balek,8
13737,SHINee,Atlantis,8
13738,"MACE, Geolier",TOP BOY ⨳ (con GEOLIER),8
13739,Alessandra Amoroso,Tutte le volte,8
13740,"Gobs, Branco",Rambo (feat. Branco),8
13741,Ella Fitzgerald,Frosty The Snowman,8
13742,Ilta,Oi jouluyö,8
13743,GOT7,NANANA,8
13744,BLANCO,David,8
13745,MAYOT,Снег,8
13746,"Capo Plaza, Morad",Envidioso (feat. Morad),8
13747,Bad Gyal,Su Payita (Gramos),8
13748,"NЮ, Асия",Останься,8
13749,"P T K, Yzomandias",Baby a Benzo,8
13750,Max Korzh,Малиновый закат,8
13751,meiyo,なにやってもうまくいかない,8
13752,"Mata, Pedro",Faka,8
13753,Rema,Jo,8
13754,Mokita,colorblind,8
13755,Fahed Bin Fasla,ما اقدر اخونك,8
13756,Carpenters,Merry Christmas Darling - Remix,8
13757,Rema,Divine,8
13758,kouz1,Marijuana,8
13759,"Tierry, Gusttavo Lima",Acertou Na Mosca,8
13760,Binomio de Oro de América,Dime Como Te Olvido,8
13761,"MACE, Noyz Narcos, Franco126, Side Baby","BUONANOTTE ❈ (con NOYZ NARCOS, FRANCO126 & SIDE BABY)",8
13762,"Mata, Maurycy Żółtański",2001,8
13763,"Ekipa, Janusz Walczuk",Szlafroki - Deluxe,8
13764,Zouhair Bahaoui,Souwlo Dmou3i,8
13765,Pil C,ODSÚDENÍ NA ÚSPECH - INTRO,8
13766,Einár,Röda Sulor,8
13767,satomoka,melt bitter,8
13768,"villemdrillem, boipepperoni",drill(em),8
13769,Marwan Moussa,BIG MAFIA,8
13770,"Katja Krasavice, ELIF",HIGHWAY (feat. ELIF),8
13771,THEMOONWILLALWAYSBEWITHME,ซูลูปาก้า ตาปาเฮ้,8
13772,Katncandix2,我常常想起你,8
13773,BOTASHE,ПНХ,8
13774,Katy Perry,Cozy Little Christmas,8
13775,menace Santana,Boosk'Halloween,8
13776,Anita Mui,Xi Yang Zhi Ge,8
13777,raven,Paraluman,8
13778,Qveen Herby,Sugar Daddy,8
13779,"Dj Melzi, Mkeyz, Mphow 69",La Melza,8
13780,"Sobel, PSR",Gruby Temat,8
13781,"Matías Valdez, Lucas Sugo, Chacho Ramos",Que Tiene la Noche / Latidos / Hechicera,8
13782,Kay Trần,NẮM ĐÔI BÀN TAY,8
13783,IU,Love poem,8
13784,Kim Na Young,There For You,8
13785,Ozuna,Deprimida,8
13786,Vazelina Bilopphøggers,Hem'att tel jul,8
13787,"Kim Loaiza, Zion & Lennox",Mejor Sola,8
13788,Luke Combs,Doin' This,8
13789,Kat Dahlia,I Think I'm In Love,8
13790,Khrystyna Soloviy,"Хто, як не ти?",8
13791,BONES,AirplaneMode,8
13792,Nelli Matula,Diva,8
13793,Loreen,Jag är en vampyr - Så mycket bättre 2020,8
13794,reezy,ITACHI FLOW,8
13795,CHA NI (SF9),Starlight,8
13796,Pil,Når Du Går Herfra (Nattely),8
13797,"Abyusif, Lella Fadda",Malaksh Da3wa,8
13798,Lvbel C5,dans,8
13799,"SB Maffija, White 2115, Bedoes, Lanek",Zimna noc I szybkie auta,8
13800,"Alpha Wann, Nekfeu",aaa,8
13801,Karpe,Hvite menn som pusher 50,8
13802,"Loredana, Mozzik",Mit Mir,8
13803,John Mayer,I Guess I Just Feel Like,8
13804,Marama,Loquita,7
13805,"El Jordan 23, Big Cvyu",Noche Loca,7
13806,Mason Ramsey,Before I Knew It,7
13807,Gilli,No Pasa Nada,7
13808,"Mehdi Mozayine, Madara",Ya Hmed,7
13809,"104, Truwer",Safari,7
13810,Beyjan Beatz,Gandagana,7
13811,Mashrou' Leila,Raksit Leila,7
13812,"Soso Maness, Jul",Puta Madre (feat. Jul),7
13813,"Mata, GOMBAO 33, Deemz",Młody Bachor (outro),7
13814,NF,CLOUDS,7
13815,"Mankirt Aulakh, Gurlez Akhtar",8 Raflaan (feat. Gurlez Akhtar),7
13816,"Mata, Pedro, francis","15,2 (FREESTYLE)",7
13817,"Laylow, Alpha Wann, Wit.",STUNTMEN (feat. Alpha Wann & Wit.),7
13818,Ajebo Hustlers,Solace,7
13819,Beissoul & Einius,A Song to Live,7
13820,احمد الدوجري,فتش فتش,7
13821,"DDG, Gunna",Elon Musk (feat. Gunna),7
13822,"Oliver Heldens, Nile Rodgers, House Gospel Choir",I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),7
13823,"Mata, Pedro, Maurycy Żółtański",67-410,7
13824,Laylow,Vent de l'est,7
13825,Chuy Lizarraga y Su Banda Tierra Sinaloense,Partido En Dos,7
13826,U.S.A. For Africa,We Are The World,7
13827,Naod,TWIST N TURN,7
13828,Ultimo,Vieni nel mio cuore,7
13829,Trannos,Tropicana,7
13830,Arvingarna,När snön faller ner,7
13831,Manuel Turizo,La Bachata,7
13832,"Edward Maya, Vika Jigulina",Stereo Love - Radio Edit,7
13833,"Bedoes, Lanek",Tatuaże i Striptiz /,7
13834,NCT U,Universe (Let's Play Ball),7
13835,"Mas Musiq, Daliwonga, Sir Trill, Major League","Nguwe (feat. Daliwonga, Sir Trill & Major League)",7
13836,Melanie Martinez,Pacify Her,7
13837,Ariana Grande,needy,7
13838,Griffinilla,Hard Drive,7
13839,"DIBSET, Shooter Gang",Komplimenter (feat. Shooter Gang),7
13840,"Benny Jamz, Gilli, KESI, B.O.C",Lifestyle,7
13841,"Maroon 5, Christina Aguilera","Moves Like Jagger - Studio Recording From ""The Voice"" Performance",7
13842,Maroon 5,This Love,7
13843,Maroon 5,Sugar,7
13844,DI-RECT,Through The Looking Glass,7
13845,BTS,Permission to Dance - Instrumental,7
13846,Ariana Grande,test drive,7
13847,4EVE,ข้อยกเว้น (Exceptional),7
13848,Natalia Lacunza,Cuestión De Suerte,7
13849,"Taylan Kaya, Vave, ETC Production",Sensizlik Yarim,7
13850,"Beach, Please!, Berechet",112,7
13851,"Marko Glass, Beach, Please!",IAR O FAC,7
13852,"Rack, Strat, DJ Stephan",Ice BOYZ,7
13853,"Lau Jr, Night Grind",Veres,7
13854,Erika Vikman,Häpeä,7
13855,Ángela Aguilar,En Realidad,7
13856,Lasso,DIOS,7
13857,Naif,Air & Api,7
13858,הגר יפת,לא נגמר,7
13859,"Soolking, Niska",Balader,7
13860,Niska,44,7
13861,BTS,I Need U,7
13862,Rema,Mara,7
13863,Max Korzh,Пьяный дождь,7
13864,Nabiha,Holiday Feels,7
13865,Abyusif,2otta,7
13866,"Rema, 6LACK",Hold Me,7
13867,Rema,Dirty,7
13868,"Danny Yash, At' Fat",Corazón Sin Duda,7
13869,Digga D,Toxic,7
13870,"Artigeardit, Lamin",Mumler For Meget (Artigeardit X Lamin),7
13871,DJ Snake,U Are My High,7
13872,Marracash,COSPLAYER,7
13873,Marracash,CLIFFHANGER,7
13874,"Marquinhos Lima, Biu do Piseiro, Anderson & Vei da Pisadinha",Rave E Bagaceira,7
13875,Artem Pivovarov,Рандеву - UA VERSION,7
13876,Taylor Swift,Crazier,7
13877,"BIG Naughty, meenoi",Lovey Dovey (Feat. meenoi),7
13878,Shi Shi,雨不停。流 - 電視劇《無神之地不下雨》片尾曲,7
13879,"Matoma, Jonah Kagen",Summer Feeling,7
13880,Laleh,Vinterland,7
13881,Dree Low,Sveparen,7
13882,Bergen,Seni Kalbimden Kovdum,7
13883,"Batuflex, Lvbel C5",Paranoya,7
13884,ROSALÍA,COMO UN G,7
13885,Bergen,İnsan Dertli Olunca,7
13886,"Mc Poze do Rodo, Orochi, Filipe Ret, Mainstreet, Bielzin",A Cara do Crime 3 (Brinde à Liberdade),7
13887,Dani M,Amo,7
13888,Matias Damásio,Como Antes,7
13889,Gettomasa,Hölliikse,7
13890,"DJ Snake, Rick Ross, Rich Brian",Run It (feat. Rick Ross & Rich Brian),7
13891,Tyok Satrio,Ada Untukmu - 2019 Version,7
13892,"Ariana Grande, Kid Cudi",Just Look Up (From Don’t Look Up),7
13893,Ero,KAMİKAZE,7
13894,Laylow,10',7
13895,Shi Shi,小心翻閱 Going Through,7
13896,Bergen,Benim İçin Üzülme,7
13897,Lauri Tähkä,Keskiyön Cowboy,7
13898,Dato' Sri Siti Nurhaliza,Bila Hari Raya Menjelma,7
13899,кис-кис,мальчик,7
13900,Rene Liu,各自安好,7
13901,"Sobel, PSR",Puzzle,7
13902,Ekipa,EKIPA - SE4ON,7
13903,"Lamin, Artigeardit, Sivas",Finde På (feat. Artigeardit & Sivas),7
13904,Lamin,Æstetisk,7
13905,Ude Af Kontrol,BOYTOY,7
13906,Tomoko Ikeda × TENDRE,Suisei × Konyawa Boogie Back nice vocal,7
13907,Sleeping At Last,You Are Enough,7
13908,"Gilli, Yo Johnny",Baianá - Yo Johnny Remix,7
13909,NiziU,Super Summer,7
13910,"Mariah Angeliq, Bad Gyal, Maria Becerra",BOBO,7
13911,Ulrikke,Falling Apart,7
13912,Marília Mendonça,Hoje Somos Só Metade - Ao Vivo,7
13913,"Ulrikke, Ben Adams",Spend Christmas with Me,7
13914,"Tiwa Savage, Brandy",Somebody’s Son (Ft Brandy),7
13915,Chris de Burgh,A Spaceman Came Travelling,7
13916,"Mellow & Sleazy, DBN Gogo, Dinho",Zwonaka,7
13917,Baggalútur,Jólaland,7
13918,BE:FIRST,Gifted.,7
13919,Lyna Mahyem,Mal de toi,7
13920,"DJ Muscleboy, Yohanna",BOOM,7
13921,Bo Burnham,All Eyes On Me,7
13922,Rasmus Seebach,Livstegn,7
13923,"Genie High, CHANMINA",Kyashana Lip (feat. CHANMINA),7
13924,"Rochy RD, Mozart La Para",Voy Pa la Calle,7
13925,Aron Can,BLESSUN EÐA BÖLVUN,7
13926,Musical Youth,Pass The Dutchie,7
13927,Vaundy,融解sink,7
13928,ЕГОР ШИП,Dior,7
13929,Lunay,Sin Ropa,7
13930,Murilo Huff,Pino da Granada (Ao Vivo em Rio Preto),7
13931,Дора,Младшая сестра,7
13932,Murilo Huff,Celular 2,7
13933,Dardan,vija vija,7
13934,"Emma Muscat, Astol, Álvaro De Luna",Meglio di sera (feat. Álvaro De Luna & Astol),7
13935,"Lil Wayne, Bruno Mars",Mirror,7
13936,"Emanero, FMK, Rusherking, Estani",BANDIDO,7
13937,Drake,Papi’s Home,7
13938,"Thug Slime, Moose",Den Kserei Ti Leei,7
13939,Murat Göğebakan,Vurgunum,7
13940,keshi,War With Heaven,7
13941,"Ajebo Hustlers, Fave",In Love,7
13942,"Tiakola, SDM",Roro (feat. SDM),7
13943,"Lil Kleine, Ronnie Flex",Standaard Procedure,7
13944,Lil Kleine,Waar Ik Vandaan Kom,7
13945,Varinder Brar,12 Bande,7
13946,"Muzzy D Pilot, Dj Mavuthela, Ribby De Dj, Rhino",Shay'mpempe amapiano mix,7
13947,"Trippie Redd, Lil Uzi Vert",Holy Smokes (feat. Lil Uzi Vert),7
13948,Rammstein,Angst,7
13949,Tom Isara,ไม่ใช่ไม่รู้สึก,7
13950,Raste,Cactus,7
13951,"MC Paulin da Capital, Mc Lipi, MC Cabelinho, Dj GM",Quebradas,7
13952,"Ghost Killer Track, D-Block Europe, OBOY",Tonight (feat. D-Block Europe & OBOY),7
13953,"MC L da Vinte, MC Gury",Parado no Bailão,7
13954,Кореш,глаза не врут,7
13955,Elias Kaskinen,Kerran elämässä,7
13956,"MC Igão, Dj Gui Marques, DJ TAK VADIÃO",Catucada Profunda,7
13957,"Nessyou, L'Morphine",Albania,7
13958,Viktor Sheen,Zzzpět (skit),7
13959,Tuna,שימי,7
13960,Mohbad,Ronaldo,7
13961,Ella Fitzgerald,Have Yourself A Merry Little Christmas,7
13962,"DMS, Richard Muller",Áno,7
13963,Ebru Yaşar,Ben Bilmem,7
13964,"Żabson, Duszyn",Patrz Na Mnie,7
13965,Musta Barbaari,Salil eka salil vika,7
13966,Bad Gyal,La Prendo,7
13967,"DJ Robin, Schürze",Layla,7
13968,"Tanishk Bagchi, Jubin Nautiyal, Hanita Bhambri","Raataan Chill Mix - Spotify Singles (Tanishk Bagchi, Jubin Nautiyal, Hanita Bhambri)",7
13969,"Lil Kesh, Joeboy",Vanilla Bottega,7
13970,Smallx,Briya,7
13971,"Tiakola, Rsko",Gasolina (feat. Rsko),7
13972,"EMIL TRF, ALPER CHOCHEV",MASHUP 2,7
13973,Lucio101,Wir sind drin,7
13974,"Anıl Piyancı, Kaan Boşnak",Göklerde Süzülürken,7
13975,Greeicy,Cuando Te Vi,7
13976,"Nelli Matula, Pyhimys, Club For Five",Ojaan,7
13977,EXO,Don't fight the feeling,7
