,artist_names,track_name,weeks_on_chart
22114,"Banda MS de Sergio Lizárraga, Santa Fe Klan",Dos Mundos,2
22115,Miki Matsubara,Mayonaka no Door / Stay With Me,2
22116,"Double Zuksh, Molotof, 3enba",Madinet EL Mosta2bal,2
22117,DODO,Open Kaart,2
22118,Tuure Kilpeläinen,Potentiaali - Vain elämää kausi 12,2
22119,Tuure Kilpeläinen,Kouvola - Vain elämää kausi 12,2
22120,Tuure Boelius,Heinäkuu,2
22121,"冰球樂團, Limi",搖啊搖,2
22122,Miky Woodz,Living Life,2
22123,"Dopebwoy, Jonna Fraser, SRNO",MIND YOUR STEP,2
22124,Abyusif,OBA,2
22125,Milano,Ohne Dich,2
22126,Milano,Unter die Haut,2
22127,Miley Cyrus,Like a Prayer - Live,2
22128,"BamBam, Mayzin",Wheels Up,2
22129,"Millennium Project, Amanda",Joka päivä ja joka ikinen yö,2
22130,Milow,Christmas Is Finally Here,2
22131,Dopebwoy,ALCOHOLIST,2
22132,DOROFEEVA,raznotsvetnaya,2
22133,"Baloosh, L.O.C.",Hele Tiden,2
22134,"Mirani, Uneducated Kid",Lambo! (feat. UNEDUCATED KID),2
22135,"Tyler, The Creator, DJ Drama",SIR BAUDELAIRE (feat. DJ Drama),2
22136,Mgk666,Versace,2
22137,"Duki, Lucho SSJ, Farina",Cuanto,2
22138,Abyusif,E3sar Katrina,2
22139,Maxwell,Druff!,2
22140,"Tyler, The Creator, Teezo Touchdown",RUNITUP (feat. Teezo Touchdown),2
22141,Tóc Tiên,Mình Yêu Đến Đây Thôi,2
22142,"Mc Kevin, Pedro Lotto",1 Milhão de Sonhos,2
22143,10cm,Gradation,2
22144,"Matti, Roinatan",Osta ja Nosta,2
22145,Tyson Yoshi,Something,2
22146,Maxwell,Diskothek,2
22147,"Beba, Dat Boi Dee",WIMBLEDON (64 Bars),2
22148,Battle Beast,Eye of the Storm,2
22149,Dzsúdló,Anya mérges,2
22150,Dzharakhov,Вокзал,2
22151,"Duki, Pekeño 77, Mesita, Franux BB, 44 Kid",Ella Es Mi Bitch,2
22152,"Mc Lipi, MC Hariel",Bem Melhor,2
22153,"Dustin Lynch, MacKenzie Porter",Thinking 'Bout You (feat. MacKenzie Porter),2
22154,Battle Beast,Wings of Light,2
22155,"Maxiolly, Lenny Tavárez, Rels B, De La Ghetto, Feid",Fanático (feat. Feid & De La Ghetto) - Remix,2
22156,Mavis Hee,傾城,2
22157,Abyusif,Fel Dalma Di Etwaladt,2
22158,"Tymek, Favst, Lucassi",Polska Ballada (feat. Lucassi),2
22159,Battle Beast,Where Angels Fear to Fly,2
22160,"DJ Stephan, Fy, DJ PaCo",Kako Karma,2
22161,Tyson Yoshi,Better,2
22162,Duman,Жіберем қалай?,2
22163,"Beathoven, DJ Black, Jaannybravo",Wreckin' Cru 2021,2
22164,Duncan Laurence,Stars,2
22165,"DJ Stephan, Ypo, Sophia",Mazi Sou,2
22166,Abyusif,Akhouya,2
22167,Duncan Laurence,Wishes Come True,2
22168,Dzsúdló,Vér,2
22169,Tyr,21,2
22170,"Mc Daddy, KG",Martini,2
22171,Abyusif,Intro 3,2
22172,"Melek Mosso, ARAS İdol",Gel Desem De Gelme,2
22173,Mathilde Storm,Høvdingen (fra Rådebank),2
22174,Bausa,Frühling im Viertel,2
22175,Maya Dadon,יאללה ביי,2
22176,Megan Thee Stallion,Plan B,2
22177,"Matt Cab, MIYACHI",Famima Rap,2
22178,Mc Jaovittin,Ploc Ploc,2
22179,"Matoma, A R I Z O N A",Heart So Big,2
22180,Meizyy,Spokojenej boyy,2
22181,Matheus & Kauan,Imagina A Sentada – Spotify Singles,2
22182,"Dzsúdló, Beck Zoli",Szürke,2
22183,"Maxwell, Bonez MC",Becher voll Schnapz,2
22184,"Bausa, Sido",Weisst wie es ist,2
22185,"Szpaku, Worek, Swizzy",Alf,1
22186,"$hirak, Ronnie Flex, Josylvio, Cor",Body Op Mij,1
22187,"01099, Miksu / Macloud",2000er,1
22188,"小春Kenzy, 高仰辰 Tipsy Kao",Get'Em (feat. 高仰辰 Tipsy Kao),1
22189,Sun Diego,Ha-Satan,1
22190,Žoržs Siksna,Jel dod man bučiņ’,1
22191,makko,Morgen/Heute,1
22192,18 Karat,UNTOUCHABLE,1
22193,T. Danny,Elmúlt,1
22194,Survivor,Eye of the Tiger,1
22195,"01099, Paul, Gustav",Jacke zu,1
22196,"T-Rex, PiMP WiLLIAM",LADO NENHUM,1
22197,sumika,Shukusai,1
22198,Subwoolfer,Give That Wolf A Romantic Banana,1
22199,"lIlBOI, Wonstein, Mirani",HEAT,1
22200,makko,dieselbe Leier,1
22201,william,Pelasta mut,1
22202,Sun Diego,La Familia 2,1
22203,"kef LAVÍK, Hafdís Ýr",Calliope (baðar brjóstin á sér),1
22204,婁峻碩,Booyah,1
22205,"$hirak, Kempi, Kevin",Favoriete Song,1
22206,sangiovanni,cadere volare,1
22207,sangiovanni,che gente siamo,1
22208,5 Seconds of Summer,2011,1
22209,lil krystalll,Матильда,1
22210,makko,Airpods,1
22211,"Summer Walker, Pharrell Williams, The Neptunes",Dat Right There (with Pharrell Williams & The Neptunes),1
22212,william,Me vs. maailma,1
22213,Subwoolfer,Melocoton (The Donka Donk Song),1
22214,$uicideboy$,5 Grand at 8 to 1,1
22215,$ilkMoney,My Potna Dem,1
22216,maNga,Bir Kadın Çizeceksin,1
22217,Så Er Der Bong,Så Er Der Bong (Middelalderbongsangen),1
22218,лиззка,Аквадискотека,1
22219,余香凝,最好陪伴,1
22220,T-Rex,DISTÂNCIA,1
22221,T-Rex,MANIFESTAR,1
22222,"187 Strassenbande, Maxwell",So muss sein!,1
22223,Suzan & Freek,Tenminste Geleefd,1
22224,3robi,Rebels,1
22225,"Szpaku, Raff J.R.",J$,1
22226,Suzan & Freek,Buiten,1
22227,makko,Leben ist zu kurz um Angst zu haben,1
22228,"Szpaku, Quiz",Minimini2,1
22229,"Szpaku, PSR",Ötzi,1
22230,"$hirak, Ronnie Flex, Young Ellens",Straight Up,1
22231,"Surfaces, Tai Verdes",Sheesh!,1
22232,pyrokinesis,Шёпот далёких звёзд,1
22233,northfacegawd,Bokdukbang,1
22234,"Alesso, CORSAK, Stray Kids",Going Dumb (with Stray Kids),1
22235,T-Rex,VERDADEIRO FEEL,1
22236,"187 Strassenbande, LX",Keine Liebe,1
22237,Джизус,don't kill,1
22238,sumika,Simple,1
22239,дипинс,Этажи,1
22240,pyrokinesis,ОКО,1
22241,T-Rex,TOMA CONTA,1
22242,"24kGoldn, sokodomo",SCAR (Prod. BOYCOLD),1
22243,3robi,Ik Heb Die,1
22244,keshi,blue,1
22245,Suzan & Freek,Lichtje Branden,1
22246,"187 Strassenbande, Bonez MC, Maxwell, Sa4",Hotel,1
22247,Summer Walker,Reciprocate,1
22248,和ぬか,進め!そっちだ!,1
22249,"slowthai, Deb Never",push (feat. Deb Never),1
22250,"slowthai, A$AP Rocky",MAZZA (feat. A$AP Rocky),1
22251,"1019, Lucio101, Nizi19, Omar101, Karamel19","Million (feat. Lucio101, Nizi19, Omar101 & Karamel19)",1
22252,告五人,同樣一個你,1
22253,Summer Walker,Insane,1
22254,"spacejamtunes, Dreamyvibz",Driver Forever - Russian Remix,1
22255,william,Intro,1
22256,per se,孤獨之塔,1
22257,per se,杜松樹之鳥,1
22258,per se,竊竊詩,1
22259,T. Danny,Úgy Érzem,1
22260,Summer Walker,Session 33,1
22261,payton,RICH BOY,1
22262,Sunset Rollercoaster,Let There Be Light Again,1
22263,Sunset Rollercoaster,Coffee's on Me,1
22264,Symba,Springfield,1
22265,"kef LAVÍK, JóiPé",Manstu,1
22266,"معاذ موزه, عبده مزيكا, ياسين ابوالدهب",صفر ال100,1
22267,"slowthai, Dominic Fike, Denzel Curry",terms (feat. Dominic Fike & Denzel Curry),1
22268,Symba,Wm2006,1
22269,Медовий Полин,Сепаратіст,1
22270,keshi,GET IT,1
22271,Sub Focus,Off The Ground,1
22272,珂拉琪,傷心地獄芳花引魂,1
22273,告五人,與海無關 (《比悲傷更悲傷的故事》影集版插曲),1
22274,Synne Vo,De e OK um du glømme me,1
22275,魚丁糸,Leave Me Alone (魚in summer),1
22276,Aleyna,Bleibe Da,1
22277,william,Eteenpäin,1
22278,"Sub Focus, Dimension",Timewarp (Dimension Remix),1
22279,"187 Strassenbande, Gzuz, Bonez MC, Maxwell",Ganxta im CD Regal,1
22280,Symba,Bin enttäuscht,1
22281,壞特 ?te,En Mi Cuarto,1
22282,Джизус,Автомат,1
22283,25K,Pheli Makaveli (Intro),1
22284,Summer Walker,Constant Bullshit,1
22285,"pluuto, Ares",Tal ei istu (feat. Ares),1
22286,"Sun Diego, SpongeBOZZ",Apocalyptic Endgame,1
22287,Surfaces,Wave of You,1
22288,Alessia Cara,Best Days,1
22289,"Sun Diego, Kollegah, Farid Bang",Schwarz Rot Gold,1
22290,"24kGoldn, Travis Barker",In My Head (feat. Travis Barker),1
22291,Дора,Я боюсь людей,1
22292,"3amorrri, 3enba, Abyusif",أبطال اللعبة,1
22293,"187 Strassenbande, Gzuz, LX, Sa4",Kopfschuss,1
22294,Sun Diego,Rostov on Don,1
22295,ФОГЕЛЬ,НЕ ПЕРЕБИВАЙ,1
22296,"187 Strassenbande, Gzuz, Sa4, Maxwell",Nauti,1
22297,5 Seconds of Summer,Me Myself & I,1
22298,Джизус,Я не теряю надежды,1
22299,Джизус,Апокалипсис Сегодня,1
22300,Alex Ponce,Cerrando Ciclos,1
22301,"陳嫺靜, deca joins",輕輕 (deca joins Version),1
22302,"(sic)boy, KM",BAKUGEKIKI,1
22303,1.Cuz,Back 2 Back,1
22304,Suzy,Satellite,1
22305,10cm,봄이 좋냐?? What The Spring??,1
22306,"3enba, Arsenik, Issa, Assouad",Rambo,1
22307,КОСМОНАВТОВ НЕТ,тпм,1
22308,王ADEN,卡住了,1
22309,Сны Саламандры,Экзорцизм,1
22310,壞特 ?te,Shadow,1
22311,柏霖PoLin,Once More - Kinmen Kaoliang Liquor Inc. 70th Anniversary for Song of the Year,1
22312,24K,Spiller Blod På Ett Beat,1
22313,Sval,Alt vi skulle bli,1
22314,吳林峰,樂壇已死,1
22315,10cm,Yesterday You Left Me,1
22316,Summer Walker,Switch A Nigga Out,1
22317,kizaru,Hella Faded,1
22318,Жугунусов Мирас,Әндетемін,1
22319,$uicideboy$,Antarctica,1
22320,william,Vieläkää,1
22321,"nkeeei, uniqe, ARTEM SHILOVETS",ТУМАН,1
22322,"Żabson, Young Igi, Marcin, @atutowy",#FreeBritney,1
22323,xtinto,Android,1
22324,Suvi Teräsniska,Mary Did You Know,1
22325,1PLIKÉ140,PICOLO,1
22326,"Swarmz, Bugzy Malone, M24",Payslips (feat. Bugzy Malone & M24),1
22327,uglystephan,Не волнуют,1
22328,my little airport,K同學,1
22329,Summer Walker,4th Baby Mama - Prelude,1
22330,"美秀集團, 邰智源",哥哥呀哥哥,1
22331,"s:su, Heviteemu",1+1 (feat. Heviteemu),1
22332,Álvaro De Luna,París,1
22333,غريب ال مخلص,ابغاه الحين,1
22334,rares,Prea tânăr,1
22335,美秀集團,還是會寂寞 - 滾石40 滾石撞樂隊 40團拚經典 (原唱:陳綺貞),1
22336,my little airport,下了兩天雨,1
22337,"竹内唯人, $HOR1 WINBOY",MIRAI,1
22338,my little airport,今夜雪糕,1
22339,my little airport,你把我的,1
22340,my little airport,20GB,1
22341,1PLIKÉ140,NARCOS,1
22342,程响,时光洪流,1
22343,دحام العبيوي,غلطة أيامي,1
22344,Summer Walker,Broken Promises,1
22345,sanah,Interludium,1
22346,"Summer Walker, JT, City Girls",Ex For A Reason (with JT from City Girls),1
22347,T Section,En Vei,1
22348,"100 Blaze, Jul, Naps",Papier rose,1
22349,"42 Dugg, Future",Maybach (feat. Future),1
22350,Čikāgas piecīši,Jo man garšo alus,1
22351,石山街,暗戀家,1
22352,"Ñejo, Nicky Jam, Silvestre Dangond",Muy Feliz - Remix,1
22353,"ØZI, GSoul, Arin Ray",LUFU,1
22354,Suvi Teräsniska,Pikkuveljen joulupuuro,1
22355,2nen,MVP,1
22356,my little airport,燕,1
22357,"21 Tach, Vargas",lacoste,1
22358,胡學軒,一人來一人去,1
22359,"salem ilese, Alan Walker, Abdul Cisse",PS5 (Fortnite Battle Pass Gamer Remix) [with Alan Walker & Abdul Cisse],1
22360,Á Móti Sól,Þegar jólin koma,1
22361,my little airport,只收一半,1
22362,"Summer Cem, Murda, Yung Felix",OHA,1
22363,غريب ال مخلص,لا تعذر بالظروف,1
22364,"12os Pithikos, Ethismos",Peirates,1
22365,"曾博恩, Julia Wu",這就是R&B,1
22366,"曹雅雯, 壞特 ?te",若是明仔載 (feat. ?te 壞特),1
22367,my little airport,散步之年,1
22368,yama,MoonWalker,1
22369,Synne Vo,Seksten,1
22370,rizza,vertigo,1
22371,"Summer Walker, Ari Lennox",Unloyal (with Ari Lennox),1
22372,yama,togenkyo,1
22373,غريب ال مخلص,ولا تزعل,1
22374,villemdrillem,miski pole igavene freestyle,1
22375,"reezy, Miksu / Macloud",NOCH EINMAL,1
22376,reezy,VORSICHT!,1
22377,yama,Blood Flow,1
22378,my little airport,煙,1
22379,Sơn Tùng M-TP,CƠN MƯA NGANG QUA - REMIX 2022,1
22380,"Summer Walker, Ciara",Ciara's Prayer,1
22381,yung fin,Paparazzi,1
22382,Swedish House Mafia,It Gets Better,1
22383,戴祖儀,敢愛敢恨 - 劇集 “陀槍師姐2021” 插曲,1
22384,"rolands če, xantikvariāts",siera plate,1
22385,(G)I-DLE,Last Dance,1
22386,"Summer Cem, Nimo, Dardan, KC Rebell, reezy","RATCHET RMX (feat. KC Rebell, reezy, Nimo & Dardan)",1
22387,zhanulka,портреты,1
22388,my little airport,喫煙席,1
22389,2021 ราตรี (2021 Ratri),จีนี่ จ๋า (2021),1
22390,Summer Walker,4th Baby Mama,1
22391,my little airport,嘔吐,1
22392,晨悠 CHENYO,Red Scarf,1
22393,"rolands če, Prusax",nevari nopirkt,1
22394,"12os Pithikos, Immune",Rampage,1
22395,my little airport,因講了出來,1
22396,rolands če,oda tusam,1
22397,my little airport,宋代SAD BOY,1
22398,reezy,BITCH BACK,1
22399,yungest Moonstar,bLu,1
22400,Synne Vo,Spagetti for to,1
22401,"T Section, Monir Baws",Fake Love (feat. Monir Baws),1
22402,"william, Clever",Rockstar (feat. Clever),1
22403,Summer Walker,Circus,1
22404,"187 Strassenbande, Sa4",Grossstadtdschungel,1
22405,"marp$, Raul",reede,1
22406,william,Voitetaan viel,1
22407,Sueco,Loser,1
22408,T-Fest,Как дела,1
22409,"21 Savage, Gunna, Young Thug",Emergency (feat. Gunna & Young Thug),1
22410,الياس السته,سحابة حلمنا,1
22411,"01099, Gustav, Zachi",Schnelle Brille,1
22412,Superbrothers,Vi Vil Ha' Lov,1
22413,$uicideboy$,NEW PROFILE PIC,1
22414,Szczyl,Dinozaury,1
22415,1986zig,Tränen,1
22416,2LADE,Run,1
22417,"meenoi, 10cm",Tea time (Feat. 10CM),1
22418,"säm, KiROT, An-Marlen",anna teada,1
22419,เต ตะวัน,เก็บความรู้สึกเก่ง (Invisible Tears) / Boys Don't Cry,1
22420,Summer Walker,Closure,1
22421,sanah,puk puk,1
22422,1986zig,Wir beide,1
22423,"Summer Walker, Cardi B",Bitter - Narration By Cardi B,1
22424,mansonvibes,今天我不想做嘢,1
22425,"margiiela, Leis",üks öö (feat. Leis),1
22426,18 Karat,LADE DIE AK,1
22427,أحمد ماكس,شفتها وعقلي راسي طار ريمكس (ديجي احمد ماكس),1
22428,$uicideboy$,Avalon,1
22429,T-Fest,Чисто для опыта,1
22430,$uicideboy$,"If Self-Destruction Was an Olympic Event, I’d Be Tonya Harding",1
22431,"Żabson, Young Igi",Perfekcja,1
22432,阿冗,Coming Back,1
22433,Szpaku,Golem,1
22434,18 Karat,GANGSTA GANGSTA 2.0,1
22435,$uicideboy$,Life Is but a Stream~,1
22436,"Żabson, Young Igi",Nie Wszystek Umrę,1
22437,3JS,Vreemde Leegte,1
22438,25K,Trap Jumpin',1
22439,احمد الدوجري,ريموت التلفيزيون - امسكو وانا هعمل اعمى,1
22440,t-low,BANKACCOUNT,1
22441,"瘦子E.SO, HowZ",Bloodline (feat. Howz),1
22442,163ONMYNECK,ЧЕТЫРЕ,1
22443,Đen,Ai muốn nghe không,1
22444,"بدر العزي, Abdullah Al Farwan",انا وياك,1
22445,$uicideboy$,Ugliest,1
22446,"163ONMYNECK, OG Buda",КОРИЧНЕВЫЕ,1
22447,47ter,Avec toi,1
22448,حسونوف,بكى واشتكى,1
22449,1PLIKÉ140,BELEK,1
22450,t-low,Perc Party,1
22451,sanah,Pożal się Boże,1
22452,"will.i.am, Britney Spears",Scream & Shout,1
22453,2Pac,Can't C Me,1
22454,sanah,No sory - to dłuższe,1
22455,เอ้ย จิรัช,เกินปุยมุ้ย!,1
22456,"2WIN, Young Nudy",ROCK OUT,1
22457,sanah,Kapela gra,1
22458,"Summer Walker, Lil Durk",Toxic (with Lil Durk),1
22459,石山街,幻象,1
22460,"220 KID, LANY",Stupid Feelings,1
22461,47ter,J'essaie,1
22462,Sverre Eide,Run,1
22463,Alexandra Joner,Hasta La Vista,1
22464,"Summer Walker, Omarion",Screwin (with Omarion),1
22465,t-low,Changed,1
22466,t-low,Come my Lady,1
22467,t-low,Curly Fries,1
22468,ロクデナシ,ただ声一つ,1
22469,クボタカイ,Pierce,1
22470,niinja,Mikä kesä,1
22471,17Louis,Adln,1
22472,t-low,Lucid (Loves Homage),1
22473,"SviMA, THØR, Bjørn, Ingi Bauer",Ég Er Ekki Fullur,1
22474,t-low,Harte Medizin,1
22475,Summer Walker,Throw It Away,1
22476,"1986zig, Kontra K",Keine Pause,1
22477,Summer Walker,You Don’t Know Me,1
22478,鄧福如 AFÜ,Nothing On You,1
22479,sanah,To był dobry dzień,1
22480,"kef LAVÍK, Hafdís Ýr",Október 2015 (Calliope frh.),1
22481,The 5 Love,La Leccion,1
22482,"kef LAVÍK, Daniil",Freak (María frh.),1
22483,Ufo361,KANN NICHT MEHR VERLIEREN,1
22484,Ultimo,Non amo,1
22485,Ultimo,La finestra di Greta,1
22486,Ultimo,Equilibrio mentale - Home piano session,1
22487,Ultimo,2:43 AM,1
22488,Ulrikke,Love You to Love Me,1
22489,Uku Haasma,Kaos,1
22490,"Tayc, Gazo",B O N & M A U V A I S,1
22491,"Tayc, Leto",L E A K,1
22492,"Ufo361, KALIM",KEIN RENTAL,1
22493,Ufo361,TEUFELSKREIS,1
22494,Ufo361,KONTOSTAND 2.0,1
22495,Ufo361,JIMMY TORRIO,1
22496,Tayc,D O N N E L E M O I,1
22497,Ufo361,HARD WORK PAYS OFF,1
22498,Taylor Swift,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,1
22499,Ufo361,FLAWLESS,1
22500,Ufo361,Destroy all copies,1
22501,Ufo361,BAD BIH,1
22502,Ufo361,ANGELDUST,1
22503,Ude Af Kontrol,Sidste Gang (NOT),1
22504,Ude Af Kontrol,Må Jeg Røre?,1
22505,"Abo El Anwar, Lil Baba",EL 5anka,1
22506,URBOYTJ,เรื่องแค่นี้,1
22507,Taylor Swift,Bye Bye Baby (Taylor’s Version) (From The Vault),1
22508,Ultimo,Non sapere mai dove si va,1
22509,Ultimo,Quei ragazzi,1
22510,"Turnup Tun, Nosi",Stau,1
22511,"Urboo, Kylok",N4XUI,1
22512,VIIVI,Ehdottomasti,1
22513,Tatli,depression,1
22514,"VH (Vast & Hazy), Chih Siou",你從來不曾屬於我 (Please Make Me Stay),1
22515,VELIKA,ฟ้าคงเหงาเมื่อไร้เธอ,1
22516,"VALORANT, Grabbitz",Die For You,1
22517,Abdullah Al Farwan,طغاة الحُسن,1
22518,VAGON,Ama Bana Bakma Öyle,1
22519,"V $ X V PRiNCE, Tony Tonite",Карусель,1
22520,"Abdullah Al Farwan, بدر العزي",عشقٍ جديد,1
22521,Abdullah Al Mukhles,عانيت,1
22522,Abdullah Al Mukhles,فرصة أخيرة,1
22523,"Tattoo Colour, Thailand Philharmonic Orchestra",รักแรกพบ,1
22524,Ultimo,Supereroi,1
22525,"Taty Girl, Eric Land",Fulana,1
22526,Uniklubi,Hetken olen vapaa,1
22527,"Uniikki, Spekti",Fakjee,1
22528,Uniikki,Liia Low,1
22529,Uniikki,Elä Vähä,1
22530,Tautumeitas,Raganu Nakts,1
22531,Unicorn,Utopia,1
22532,"Uneducated Kid, Beenzino",So What (Feat. Beenzino),1
22533,"Undacava, Luciano",Melodien,1
22534,"Umair, Haaezii, Rap Demon, Talha Anjum",No Luxury,1
22535,Abi,E abi faaa,1
22536,UNDERGRUNN,UG4L,1
22537,UNDERGRUNN,UG Merch,1
22538,UNDERGRUNN,LSD,1
22539,Twenty One Pilots,Never Take It,1
22540,"Tyler, The Creator",BLESSED,1
22541,Taylor Swift,Girl At Home (Taylor's Version),1
22542,Abyusif,Malak,1
22543,"Ty Dolla $ign, Jack Harlow, 24kGoldn",I Won,1
22544,Abyusif,Mamotesh Lessa Edrab Kaman,1
22545,Abyusif,Megatron,1
22546,Twins,小小女人,1
22547,Twenty One Pilots,The Outside,1
22548,Twenty One Pilots,Saturday,1
22549,Twenty One Pilots,Redecorate,1
22550,Twenty One Pilots,No Chances,1
22551,Twenty One Pilots,Mulberry Street,1
22552,"Abra Cadabra, Unknown T",Double Tap,1
22553,Twenty One Pilots,Good Day,1
22554,Twenty One Pilots,Formidable,1
22555,Twenty One Pilots,Bounce Man,1
22556,Tuğçe Kandemir,Saçlarıma Yıldız Takana,1
22557,Tuğkan,Sokakta Depresyon,1
22558,"Tuure Kilpeläinen, Teho Majamäki",Yksinäisen keijun tarina - Vain elämää kausi 12,1
22559,"Tuure Kilpeläinen, Ilkka Vainio, Kuningasidea",Pämppää - Vain elämää kausi 12,1
22560,Tuure Kilpeläinen ja Kaihon Karavaani,Kuiskauksia tulevaisuudesta,1
22561,Tuure Kilpeläinen,Sit ku sä kysyt - Vain elämää kausi 12,1
22562,Tuuli,Salaisuudet,1
22563,Tusvik&Tønne,Cum Together 2021,1
22564,Abyusif,Lion King,1
22565,"Tyler, The Creator",MOMMA TALK,1
22566,Taylor Swift,Forever & Always (Piano Version) (Taylor’s Version),1
22567,"Tyler, The Creator",SAFARI,1
22568,Taylor Swift,Carolina - From The Motion Picture “Where The Crawdads Sing”,1
22569,Taylor Swift,Change (Taylor’s Version),1
22570,Tùng Dương,Ngày Chưa Giông Bão,1
22571,Tóth Andi,"Nincs ő, nem fáj",1
22572,Tóc Tiên,Trên Chuyến Xe Lên Đà Lạt Chiều Nay,1
22573,"Abu, Norges Nye Megahit",Hjertet går Bang,1
22574,"Abu, Norges Nye Megahit",Nostrovie,1
22575,"Tzanca Uraganu, Costel Biju",Ea da Moda,1
22576,Taylor Swift,Come In With The Rain (Taylor’s Version),1
22577,Abudu,Baisūs Būgnai ir Trys Natos,1
22578,"Aburob, Saba Shamaa",Kosheh,1
22579,Abyusif,Brimo,1
22580,Abyusif,Dalia,1
22581,Tzanca Uraganu,Hai ca m-ai sedus,1
22582,"Aka 7even, Guè",TOCA (feat. Guè),1
22583,Abyusif,El Talg,1
22584,"Tymek, Ka-Meal, SecretiveSuicide",Kokaina,1
22585,Tymek,Zadzwonię do Ciebie,1
22586,Abyusif,Intro 2,1
22587,"Tyler, The Creator, Domo Genesis",MANIFESTO (feat. Domo Genesis),1
22588,Taylor Swift,Don’t You (Taylor’s Version) (From The Vault),1
22589,"Tyler, The Creator, DAISY WORLD",RISE! (feat. DAISY WORLD),1
22590,"Tyler, The Creator",WILSHIRE,1
22591,VIIVI,Intro,1
22592,VIIVI,Sä päätit tän,1
22593,VIIVI,Ystäviä,1
22594,AURORA,A Dangerous Thing,1
22595,Viktor Sheen,Můj space,1
22596,Alaina Castillo,sad girls always finish first,1
22597,ATL,Юность-89,1
22598,Vigro Deep,Some Old Song,1
22599,Vigro Deep,I Am Vigro Deep,1
22600,"Vieze Asbak, Rarri Jackson",Dinsdag,1
22601,Vierra,Perih,1
22602,Vidar Villa,Planter,1
22603,Vidar Villa,Naken,1
22604,Victoria Nadine,History,1
22605,ATYPISK,Legendarisk,1
22606,AURORA,A Temporary High,1
22607,"Veysel, Ramo",LE CRIME PAIE (feat. Ramo),1
22608,Tanxugueiras,Figa,1
22609,"Tanxugueiras, Rayden",Averno,1
22610,Vicente Fernández,Por Tu Maldito Amor,1
22611,Vicente Fernández,Para Siempre,1
22612,Tanya Chua,Breakdown,1
22613,Vicente Fernández,La Ley del Monte,1
22614,Vicente Fernández,La Derrota,1
22615,Vicente Fernández,El Último Beso,1
22616,Vicente Fernández,El Rey,1
22617,Vibe Chemistry,Living Like This,1
22618,AURORA,You Keep Me Crawling,1
22619,"Sturla Atlas, Þjóðleikhúsið",Kviksyndi,1
22620,ATE,Diğer Yarım,1
22621,"ATC Nico, Trannos",Playboy,1
22622,"ATC Nico, Koy",Mucho,1
22623,Vojtaano,Lavina,1
22624,"Vladimir Cauchemar, Asdek, Laylow, Rim'K",Brrr,1
22625,ARY,My Awe Sustains,1
22626,"ARY, Emilie Nicolas",Hurt You,1
22627,Vito Bambino,Poszło,1
22628,ASH ISLAND,24,1
22629,Alan Murin,SR C,1
22630,ASH ISLAND,A STAR IS BORN,1
22631,"Tanerman, Lia Shine, Yung Ouzo",Benden Uzak,1
22632,"Vishal-Shekhar, Arijit Singh, Jaideep Sahni",Nashe Si Chadh Gayi,1
22633,ASH ISLAND,Nightmare,1
22634,Virlan Garcia,Lo Que Construimos - Spotify Singles,1
22635,"ASH ISLAND, Beenzino",Grand Prix (Feat. Beenzino),1
22636,"ASH ISLAND, Skinny Brown",Beautiful (Feat. Skinny Brown),1
22637,Tang Siu Hau,兩種語言,1
22638,Vincy Chan,早上37.2度,1
22639,Vincent Bueno,Amen,1
22640,Vince Staples,ARE YOU WITH THAT?,1
22641,Tang Siu Hau,小島,1
22642,"ATC Nico, ATC Coco",Alaska,1
22643,"Villa, Nikke Ankara",Mun yö,1
22644,"ATC Nico, ATC Dixblo, Triangle",Ksia,1
22645,"ATC Nico, ATC Toro",Refill,1
22646,"Veysel, Ufo361",GO (feat. Ufo361),1
22647,Tanya Chua,Where I Belong,1
22648,VISXGE,IMMACULATE,1
22649,Vald,Papoose,1
22650,Vanilla Ninja,Gotta Get It Right,1
22651,"Vanessa Paradis, -M-",La Seine - Extrait de la bande originale un monstre à Paris,1
22652,Tarsem Jassar,Kingpin,1
22653,"Abdelrahman Roshdy, Ahmed Kamel, Moataz Mady",Neshky Le Meen,1
22654,Vama,Perfect Fără Tine,1
22655,Valerio Mazzei,Lungotevere,1
22656,Valentina Ploy,Drunk Sleeping In Taxis,1
22657,Vald,Un mot,1
22658,Vald,Sur un nouvel album,1
22659,Vald,Regarde toi,1
22660,Vald,Rappeur conscient,1
22661,Vald,Pandémie,1
22662,"Veysel, Miksu / Macloud",NUR AUS PRINZIP,1
22663,Vald,Laisse tomber,1
22664,Vald,La faux le fer,1
22665,Vald,Je ressens rien,1
22666,Vald,Bien sûr - Bonus,1
22667,"Vaida, Aistė Monika Mažeikaitė, Sarukas, Vidas Bareikis, Monique, Džiugas Širvys, Angelou, FC Baseball, Justinas Jarutis, gintė, Gabrielė Vilkickytė, Monika LIU",Gal Ne Rytoj,1
22668,Vaida,Skrendu su vėju,1
22669,"Vahtera, Antti Ketonen",Jos sä kysyisit nyt,1
22670,"VOLO, Gzuz",KRMNL 2,1
22671,Abdullah Al Farwan,احبك للابد,1
22672,"VIZE, Papa Roach",Core (That's Who We Are),1
22673,"VITUN ISO ROTSI, Sairas T, Käsipuoli, Roman Schatz",Mikä täällä dunkkaa,1
22674,"Tarek & Zenci, Batuflex",Savage,1
